image_path,true_class_idx,true_class_name,top1_pred_idx,top1_pred_name,top1_confidence,conformal_set_idx,conformal_set_names,set_size,is_singleton,true_label_covered,top1_correct
data/raw/OTU_2d/images/384.JPG,3,Theca cell tumour,3,Theca cell tumour,0.47745007276535034,"[1, 3, 4, 6, 7]","['Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",5,False,True,True
data/raw/OTU_2d/images/730.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.9334726333618164,"[1, 2, 4, 6, 7]","['Serous cystadenoma', 'Teratoma', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",5,False,True,True
data/raw/OTU_2d/images/1426.JPG,7,Normal ovary,7,Normal ovary,0.33834242820739746,"[0, 1, 3, 4, 5, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/1138.JPG,0,Chocolate cyst,0,Chocolate cyst,0.4789182245731354,"[0, 2, 3, 4, 6, 7]","['Chocolate cyst', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/875.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.7560929656028748,"[0, 1, 3, 4]","['Chocolate cyst', 'Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma']",4,False,True,True
data/raw/OTU_2d/images/270.JPG,5,Dermoid cyst,5,Dermoid cyst,0.8263888359069824,"[3, 4, 5, 7]","['Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Normal ovary']",4,False,True,True
data/raw/OTU_2d/images/1391.JPG,2,Teratoma,0,Chocolate cyst,0.7622464895248413,"[0, 1, 3, 4, 5, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",7,False,False,False
data/raw/OTU_2d/images/81.JPG,0,Chocolate cyst,0,Chocolate cyst,0.8365641832351685,"[0, 2, 3, 4, 5, 6, 7]","['Chocolate cyst', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/471.JPG,0,Chocolate cyst,0,Chocolate cyst,0.8928530812263489,"[0, 2, 3, 4, 7]","['Chocolate cyst', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Normal ovary']",5,False,True,True
data/raw/OTU_2d/images/156.JPG,5,Dermoid cyst,5,Dermoid cyst,0.7058523297309875,"[3, 4, 5, 7]","['Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Normal ovary']",4,False,True,True
data/raw/OTU_2d/images/117.JPG,1,Serous cystadenoma,6,Simple cyst,0.6253988742828369,"[0, 3, 4, 6, 7]","['Chocolate cyst', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",5,False,False,False
data/raw/OTU_2d/images/485.JPG,2,Teratoma,2,Teratoma,0.6542488932609558,"[1, 2, 3, 4, 6]","['Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst']",5,False,True,True
data/raw/OTU_2d/images/824.JPG,0,Chocolate cyst,0,Chocolate cyst,0.4382443130016327,"[0, 2, 3, 4, 5, 6, 7]","['Chocolate cyst', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/1450.JPG,7,Normal ovary,7,Normal ovary,0.9246031045913696,"[1, 2, 5, 7]","['Serous cystadenoma', 'Teratoma', 'Dermoid cyst', 'Normal ovary']",4,False,True,True
data/raw/OTU_2d/images/785.JPG,4,Clear cell carcinoma,4,Clear cell carcinoma,0.9207243323326111,"[3, 4, 6, 7]","['Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",4,False,True,True
data/raw/OTU_2d/images/659.JPG,5,Dermoid cyst,5,Dermoid cyst,0.9694169163703918,"[1, 3, 4, 5, 6, 7]","['Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/750.JPG,6,Simple cyst,0,Chocolate cyst,0.6605254411697388,"[0, 1, 3, 4, 5, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",7,False,True,False
data/raw/OTU_2d/images/888.JPG,5,Dermoid cyst,6,Simple cyst,0.37280210852622986,"[1, 3, 4, 6, 7]","['Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",5,False,False,False
data/raw/OTU_2d/images/247.JPG,5,Dermoid cyst,5,Dermoid cyst,0.8196275234222412,"[1, 2, 3, 4, 5, 7]","['Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/500.JPG,4,Clear cell carcinoma,4,Clear cell carcinoma,0.9994804263114929,[4],['Clear cell carcinoma'],1,True,True,True
data/raw/OTU_2d/images/342.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.31561288237571716,"[0, 1, 2, 3, 4, 5, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/622.JPG,3,Theca cell tumour,1,Serous cystadenoma,0.5852164626121521,"[1, 3, 4, 6, 7]","['Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",5,False,True,False
data/raw/OTU_2d/images/411.JPG,4,Clear cell carcinoma,7,Normal ovary,0.40343648195266724,"[0, 1, 2, 3, 4, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",7,False,True,False
data/raw/OTU_2d/images/641.JPG,0,Chocolate cyst,0,Chocolate cyst,0.9612028002738953,"[0, 3, 4, 6, 7]","['Chocolate cyst', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",5,False,True,True
data/raw/OTU_2d/images/324.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.666921079158783,"[1, 3, 4, 5, 6, 7]","['Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/1110.JPG,5,Dermoid cyst,5,Dermoid cyst,0.5540251135826111,"[3, 4, 5, 6, 7]","['Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",5,False,True,True
data/raw/OTU_2d/images/1219.JPG,4,Clear cell carcinoma,1,Serous cystadenoma,0.5026044845581055,"[1, 2, 3, 4, 6, 7]","['Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",6,False,True,False
data/raw/OTU_2d/images/1098.JPG,0,Chocolate cyst,6,Simple cyst,0.8975327610969543,"[0, 1, 3, 4, 6]","['Chocolate cyst', 'Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst']",5,False,True,False
data/raw/OTU_2d/images/1353.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.732703685760498,"[1, 2, 3, 4, 6, 7]","['Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/820.JPG,0,Chocolate cyst,0,Chocolate cyst,0.9680561423301697,"[0, 3, 6, 7]","['Chocolate cyst', 'Theca cell tumour', 'Simple cyst', 'Normal ovary']",4,False,True,True
data/raw/OTU_2d/images/830.JPG,6,Simple cyst,6,Simple cyst,0.4021613597869873,"[0, 1, 2, 3, 4, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/1233.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.271403044462204,"[1, 2, 4, 5, 6, 7]","['Serous cystadenoma', 'Teratoma', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/127.JPG,5,Dermoid cyst,5,Dermoid cyst,0.5602269768714905,"[0, 1, 3, 4, 5, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/571.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.5412299036979675,"[0, 1, 3, 4, 5, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/848.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.5434337258338928,"[1, 2, 3, 4, 6, 7]","['Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/1160.JPG,0,Chocolate cyst,7,Normal ovary,0.960502564907074,"[6, 7]","['Simple cyst', 'Normal ovary']",2,False,False,False
data/raw/OTU_2d/images/1057.JPG,2,Teratoma,2,Teratoma,0.9413568377494812,"[2, 4, 7]","['Teratoma', 'Clear cell carcinoma', 'Normal ovary']",3,False,True,True
data/raw/OTU_2d/images/92.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.7904477715492249,"[1, 4, 6, 7]","['Serous cystadenoma', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",4,False,True,True
data/raw/OTU_2d/images/1159.JPG,2,Teratoma,2,Teratoma,0.4732886552810669,"[0, 1, 2, 3, 4, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/1041.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.5063048005104065,"[0, 1, 2, 3, 4, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/1101.JPG,0,Chocolate cyst,0,Chocolate cyst,0.5323376059532166,"[0, 1, 2, 3, 4, 5, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/428.JPG,3,Theca cell tumour,3,Theca cell tumour,0.4667476415634155,"[0, 1, 2, 3, 4, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/208.JPG,0,Chocolate cyst,0,Chocolate cyst,0.7730871438980103,"[0, 1, 2, 4, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Teratoma', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/1327.JPG,0,Chocolate cyst,0,Chocolate cyst,0.7100539803504944,"[0, 3, 4, 6, 7]","['Chocolate cyst', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",5,False,True,True
data/raw/OTU_2d/images/1296.JPG,0,Chocolate cyst,0,Chocolate cyst,0.8608295917510986,"[0, 2, 3, 4, 6, 7]","['Chocolate cyst', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/612.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.8772332668304443,"[1, 3, 4, 6, 7]","['Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",5,False,True,True
data/raw/OTU_2d/images/1125.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.9706070423126221,"[1, 7]","['Serous cystadenoma', 'Normal ovary']",2,False,True,True
data/raw/OTU_2d/images/1118.JPG,1,Serous cystadenoma,4,Clear cell carcinoma,0.8139434456825256,"[1, 3, 4, 6, 7]","['Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",5,False,True,False
data/raw/OTU_2d/images/1259.JPG,2,Teratoma,2,Teratoma,0.8796093463897705,"[2, 3, 4, 5, 6, 7]","['Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/1400.JPG,2,Teratoma,3,Theca cell tumour,0.49138930439949036,"[0, 2, 3, 4, 5, 6, 7]","['Chocolate cyst', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",7,False,True,False
data/raw/OTU_2d/images/596.JPG,1,Serous cystadenoma,4,Clear cell carcinoma,0.48875969648361206,"[1, 2, 3, 4, 5, 7]","['Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Normal ovary']",6,False,True,False
data/raw/OTU_2d/images/902.JPG,0,Chocolate cyst,0,Chocolate cyst,0.7954796552658081,"[0, 1, 2, 3, 4, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/915.JPG,6,Simple cyst,2,Teratoma,0.6874275207519531,"[2, 3, 4, 5, 6, 7]","['Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",6,False,True,False
data/raw/OTU_2d/images/321.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.670705258846283,"[1, 2, 3, 4, 6, 7]","['Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/1084.JPG,2,Teratoma,0,Chocolate cyst,0.7714511156082153,"[0, 2, 3, 4, 6, 7]","['Chocolate cyst', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",6,False,True,False
data/raw/OTU_2d/images/801.JPG,0,Chocolate cyst,3,Theca cell tumour,0.3348129391670227,"[0, 1, 3, 4, 5, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",7,False,True,False
data/raw/OTU_2d/images/757.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.9856559038162231,[1],['Serous cystadenoma'],1,True,True,True
data/raw/OTU_2d/images/451.JPG,0,Chocolate cyst,0,Chocolate cyst,0.8467835783958435,"[0, 1, 2, 3, 4, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/1265.JPG,0,Chocolate cyst,0,Chocolate cyst,0.9728737473487854,"[0, 4]","['Chocolate cyst', 'Clear cell carcinoma']",2,False,True,True
