image_path,true_class_idx,true_class_name,top1_pred_idx,top1_pred_name,top1_confidence,conformal_set_idx,conformal_set_names,set_size,is_singleton,true_label_covered,top1_correct
data/raw/OTU_2d/images/384.JPG,3,Theca cell tumour,3,Theca cell tumour,0.49690040946006775,"[1, 3, 4, 6, 7]","['Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",5,False,True,True
data/raw/OTU_2d/images/730.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.9638932943344116,"[1, 7]","['Serous cystadenoma', 'Normal ovary']",2,False,True,True
data/raw/OTU_2d/images/1426.JPG,7,Normal ovary,0,Chocolate cyst,0.8785133957862854,"[0, 1, 4, 5, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",6,False,True,False
data/raw/OTU_2d/images/1138.JPG,0,Chocolate cyst,0,Chocolate cyst,0.5688769817352295,"[0, 1, 3, 4, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/875.JPG,1,Serous cystadenoma,1,Serous cystadenoma,0.2837908864021301,"[0, 1, 3, 4, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",6,False,True,True
data/raw/OTU_2d/images/270.JPG,5,Dermoid cyst,5,Dermoid cyst,0.8632071018218994,"[2, 3, 4, 5, 7]","['Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Normal ovary']",5,False,True,True
data/raw/OTU_2d/images/1391.JPG,2,Teratoma,0,Chocolate cyst,0.719367265701294,"[0, 2, 3, 4, 6, 7]","['Chocolate cyst', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",6,False,True,False
data/raw/OTU_2d/images/81.JPG,0,Chocolate cyst,0,Chocolate cyst,0.8806688189506531,"[0, 3, 4, 6, 7]","['Chocolate cyst', 'Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",5,False,True,True
data/raw/OTU_2d/images/471.JPG,0,Chocolate cyst,0,Chocolate cyst,0.7538653612136841,"[0, 1, 2, 4, 5, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Teratoma', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/156.JPG,5,Dermoid cyst,3,Theca cell tumour,0.4163101613521576,"[3, 4, 5, 6, 7]","['Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",5,False,True,False
data/raw/OTU_2d/images/117.JPG,1,Serous cystadenoma,6,Simple cyst,0.7666410803794861,"[1, 4, 5, 6, 7]","['Serous cystadenoma', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",5,False,True,False
data/raw/OTU_2d/images/485.JPG,2,Teratoma,2,Teratoma,0.5515189170837402,"[1, 2, 3, 4, 5, 6, 7]","['Serous cystadenoma', 'Teratoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/824.JPG,0,Chocolate cyst,0,Chocolate cyst,0.5872050523757935,"[0, 1, 3, 4, 5, 6, 7]","['Chocolate cyst', 'Serous cystadenoma', 'Theca cell tumour', 'Clear cell carcinoma', 'Dermoid cyst', 'Simple cyst', 'Normal ovary']",7,False,True,True
data/raw/OTU_2d/images/1450.JPG,7,Normal ovary,7,Normal ovary,0.9836276769638062,"[3, 7]","['Theca cell tumour', 'Normal ovary']",2,False,True,True
data/raw/OTU_2d/images/785.JPG,4,Clear cell carcinoma,4,Clear cell carcinoma,0.889616847038269,"[3, 4, 6, 7]","['Theca cell tumour', 'Clear cell carcinoma', 'Simple cyst', 'Normal ovary']",4,False,True,True
